instance_id,family,tier,split,spec_version,generator_version,master_seed,instance_seed,regime,generator_mode,origin,raw_file,raw_sha256,canonical_file,canonical_sha256,config_sha256,generation_plan_sha256,code_commit,n,level,raw_term_count,canonical_term_count,canonical_degree,m3,cubic_density,cubics_per_variable,pair_shadow_size,pair_reuse_score,Delta2,pair_degree_mean,pair_degree_max,fraction_reused_pairs,fraction_cubics_with_shared_pair,overlap_graph_nodes,overlap_graph_edges,overlap_graph_components,overlap_graph_max_degree,coefficient_min,coefficient_max,coefficient_abs_max,coefficient_l1,positive_cubic_mass,negative_cubic_mass,positive_cubic_count,negative_cubic_count,canonical_cancellation_count,canonical_cancellation_mass,candidate_pair_count,tau2,tau2_status,tau2_lower_bound,tau2_upper_bound
inst_8603e288413e6a8d06805f7acb84ae33701f1b6b8cd108dd5b9386188f286531,cubic_spin_glass,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,7680637357834613170,intermediate,uniform,formal_compilation_generation,raw/cubic_spin_glass/inst_8603e288413e6a8d06805f7acb84ae33701f1b6b8cd108dd5b9386188f286531.json,b2b5895438229152136a0042f1795215601f2da9d27eead41b57ddb2daf3d9e4,canonical/inst_8603e288413e6a8d06805f7acb84ae33701f1b6b8cd108dd5b9386188f286531.json,075374697c45f01dff4e5c9821c4c0f1969f52fb0f99ce701d3ac34a3f34dca8,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,20,2,40,133,3,40,0.03508771929824561,2.0,94,0.21666666666666667,3,1.2765957446808511,3,0.2553191489361702,0.775,40,28,15,4,-8.0,12.0,12.0,716.0,192.0,128.0,24,16,38,364.0,94,,bounded_pair_shadow_too_large,1,25
inst_8608e5248a35d6522c6e9d7789133cee2e59bb424a22755bfda7051964066655,cubic_spin_glass,qaoa,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,8048912635813092059,intermediate,anchor_pair,formal_qaoa_generation,raw/cubic_spin_glass/inst_8608e5248a35d6522c6e9d7789133cee2e59bb424a22755bfda7051964066655.json,795df955a9ad2104fd6f74ecc9188a0208d3ee10825e3b64e00f62718a4e68d0,canonical/inst_8608e5248a35d6522c6e9d7789133cee2e59bb424a22755bfda7051964066655.json,457b8a8d027e1551365893ca751531d318738140822397bc57b1cd676cba8c71,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,2,16,46,3,16,0.2857142857142857,2.0,26,0.45833333333333337,6,1.8461538461538463,6,0.46153846153846156,1.0,16,44,1,7,-12.0,16.0,16.0,276.0,48.0,80.0,6,10,17,156.0,26,,bounded_pair_shadow_too_large,1,3
inst_87a601d3b122868183c0757e6cbe5feb2ef11dd40f7c673ea291985e6a549307,cubic_spin_glass,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,6615990439164754036,high,uniform,formal_qaoa_generation,raw/cubic_spin_glass/inst_87a601d3b122868183c0757e6cbe5feb2ef11dd40f7c673ea291985e6a549307.json,f48a5f6170d155553800a83fff110de7b28aabc67435a4e80fd7118284c4b3aa,canonical/inst_87a601d3b122868183c0757e6cbe5feb2ef11dd40f7c673ea291985e6a549307.json,a7df9ceadfba3a013b1b38e657ae7a9152ab2f7d22a4c3df0d58fe6d0db6f2f9,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,4,20,31,3,20,1.0,3.3333333333333335,15,0.75,4,4,4,1.0,1.0,20,90,1,9,-16.0,8.0,16.0,240.0,80.0,80.0,10,10,21,300.0,15,6,exact,6,6
inst_880a9ce347d5f6df07a021bcc3777e532027fab32c40375218c981d4b93f4575,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,5312486245369510607,low,uniform,formal_compilation_generation,raw/max3sat/inst_880a9ce347d5f6df07a021bcc3777e532027fab32c40375218c981d4b93f4575.json,557062ee0f2e6593d07b3796e49b82d499e5f8a022c7b7fca5f521ed54a49205,canonical/inst_880a9ce347d5f6df07a021bcc3777e532027fab32c40375218c981d4b93f4575.json,1a65d0d586a0e5df29893da8340be5a9a0fd8746f33ce7e5ab2fab514f966172,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,2,16,37,3,14,0.25,1.75,25,0.40476190476190477,3,1.68,3,0.56,0.9285714285714286,14,20,2,5,-8.0,12.0,12.0,140.0,31.0,12.0,10,4,7,14.0,25,,bounded_pair_shadow_too_large,1,7
inst_88c738dc8822be6f692c1ca3216ff6f77f84863f52ae46d3be776ae165da4f38,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,7023194899621517513,high,anchor_pair,formal_compilation_generation,raw/max3sat/inst_88c738dc8822be6f692c1ca3216ff6f77f84863f52ae46d3be776ae165da4f38.json,6613a035b220f2cef914aa66de1a00313d043c620604d773b9552bce2eaec687,canonical/inst_88c738dc8822be6f692c1ca3216ff6f77f84863f52ae46d3be776ae165da4f38.json,f028e7eedf5830613878b5d55bb31314c669b5da12798fcf974659b685f36317,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,16,6,96,74,3,25,0.044642857142857144,1.5625,40,0.4666666666666667,14,1.875,14,0.325,1.0,25,168,1,24,-15.0,24.0,24.0,329.0,69.0,35.0,17,8,59,530.0,40,,bounded_pair_shadow_too_large,1,2
inst_897adab116a5a121bf9fd3b204b6d114d9b3c62bbb6b805c65f617ba7b93930d,cubic_spin_glass,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,4473658859020542845,low,anchor_pair,formal_qaoa_generation,raw/cubic_spin_glass/inst_897adab116a5a121bf9fd3b204b6d114d9b3c62bbb6b805c65f617ba7b93930d.json,b663bdd008e6dcba4b3d822ee202feb31d20fce3ef3983460fb05b50884e1174,canonical/inst_897adab116a5a121bf9fd3b204b6d114d9b3c62bbb6b805c65f617ba7b93930d.json,0797804197129e0ed6390f035cd4e32dd8bef30989b5b31dd338dddf12213c7c,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,10,1,10,36,3,10,0.08333333333333333,1.0,19,0.3666666666666667,5,1.5789473684210527,5,0.2631578947368421,1.0,10,23,1,5,-20.0,12.0,20.0,210.0,48.0,32.0,6,4,8,60.0,19,2,exact,2,2
inst_8c4d9776efa0c93c2c9988f4c062d82692051281f1990acd2fc48a9536215c36,cubic_spin_glass,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,3682153496321672636,intermediate,anchor_pair,formal_compilation_generation,raw/cubic_spin_glass/inst_8c4d9776efa0c93c2c9988f4c062d82692051281f1990acd2fc48a9536215c36.json,ed59060178888a43ccb8a640ed999f8a698c83ed447b50215d0ce0c3a84370c0,canonical/inst_8c4d9776efa0c93c2c9988f4c062d82692051281f1990acd2fc48a9536215c36.json,b593aaa8319c40b74d99e94168262d538d3708ca7421fe2f16f1789bcde9ab33,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,16,2,32,104,3,32,0.05714285714285714,2.0,61,0.36458333333333337,12,1.5737704918032787,12,0.14754098360655737,1.0,32,163,1,13,-24.0,12.0,24.0,600.0,144.0,112.0,18,14,18,264.0,61,,bounded_pair_shadow_too_large,1,3
inst_8da79e9eb8f997c1fc0ee150f0bf39f847d1db5235c9e861fd3510f60be375ea,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,8029742363736458833,intermediate,uniform,formal_compilation_generation,raw/max3sat/inst_8da79e9eb8f997c1fc0ee150f0bf39f847d1db5235c9e861fd3510f60be375ea.json,f10a7a839bf2f9143b58ceefb310fd9d277e2192f553292fa4271d70a01d1a9c,canonical/inst_8da79e9eb8f997c1fc0ee150f0bf39f847d1db5235c9e861fd3510f60be375ea.json,3a514c27d79dde3e78fbcb5f312f54e1afa40d7e5d70e548d858d0e56bd94bf2,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,12,4,48,95,3,40,0.18181818181818182,3.3333333333333335,57,0.525,5,2.1052631578947367,5,0.6666666666666666,1.0,40,94,1,8,-16.0,34.0,34.0,424.0,38.0,96.0,14,26,23,112.0,57,,bounded_pair_shadow_too_large,1,16
inst_8ec9bffe895168e3d6057479112fc26184f086ae1cc1fcd5532cb16027fbfa29,max3sat,compilation,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,4987733047698120712,intermediate,uniform,formal_compilation_generation,raw/max3sat/inst_8ec9bffe895168e3d6057479112fc26184f086ae1cc1fcd5532cb16027fbfa29.json,9127858a85de20dc7898d82c9998d4011f53c838bc15412f34d1ad84d7d5d617,canonical/inst_8ec9bffe895168e3d6057479112fc26184f086ae1cc1fcd5532cb16027fbfa29.json,c1c3034ea04b739579a02c1d534a19e34e2cfe6ac26f3e6eab5f2df2e5bf9d57,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,4,32,57,3,23,0.4107142857142857,2.875,27,0.6086956521739131,5,2.5555555555555554,5,0.8888888888888888,1.0,23,66,1,9,-9.0,7.0,9.0,180.0,42.0,20.0,13,10,22,106.0,27,,bounded_pair_shadow_too_large,1,9
inst_90ea5a2894cc294c32ec161d76b831ad4079fdcbaaad0e421851b5fa6f8561ba,cubic_spin_glass,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,8332622415399496645,high,anchor_pair,formal_compilation_generation,raw/cubic_spin_glass/inst_90ea5a2894cc294c32ec161d76b831ad4079fdcbaaad0e421851b5fa6f8561ba.json,f30779bde08fbc64898deb5f378fa19874a9f793b3a52259d927222f1c1d521a,canonical/inst_90ea5a2894cc294c32ec161d76b831ad4079fdcbaaad0e421851b5fa6f8561ba.json,ebcebbdc53dab8b4b8303fb6b8d357128626a8c366b3cd5a40f8bb5d1ebc68c8,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,12,4,48,110,3,48,0.21818181818181817,4.0,60,0.5833333333333333,10,2.4,10,0.5666666666666667,1.0,48,275,1,18,-24.0,16.0,24.0,814.0,232.0,152.0,29,19,32,482.0,60,,bounded_pair_shadow_too_large,1,5
inst_91de1c566768e2107a255c2b5e9b3d207ee6f17de18234b7d98081ef44b0556e,max3sat,compilation,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,759551895896160080,high,uniform,formal_compilation_generation,raw/max3sat/inst_91de1c566768e2107a255c2b5e9b3d207ee6f17de18234b7d98081ef44b0556e.json,9379b09a6235a34d8cadd3fc63e5c6e7f54e71b996516773bc322d669ae4d4a6,canonical/inst_91de1c566768e2107a255c2b5e9b3d207ee6f17de18234b7d98081ef44b0556e.json,241c7051b2aa5fa2035904295ba6336cdf8455785f03254bc8c2a1bd337446f2,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,12,6,72,114,3,57,0.2590909090909091,4.75,64,0.6257309941520468,6,2.671875,6,0.8125,1.0,57,195,1,11,-12.0,27.0,27.0,429.0,77.0,97.0,26,31,37,244.0,64,,bounded_pair_shadow_too_large,1,20
inst_91eb426c9c0bbbd84ef2fe7ad42085e23723cdb6cf1531196081348c8a5f3f87,max3sat,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,8505486104773285232,high,anchor_pair,formal_qaoa_generation,raw/max3sat/inst_91eb426c9c0bbbd84ef2fe7ad42085e23723cdb6cf1531196081348c8a5f3f87.json,0a5542b3828e1f914442e885e72656f133541ad1e90ed6d48dce6e6f33a70b8c,canonical/inst_91eb426c9c0bbbd84ef2fe7ad42085e23723cdb6cf1531196081348c8a5f3f87.json,8bb7228fc7cbe401a767b1dcfc6f94f69a3376cddefb23f2eb5c4db6892e3402,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,10,6,60,46,3,16,0.13333333333333333,1.6,30,0.375,8,1.6,8,0.2,1.0,16,60,1,9,-9.0,14.0,14.0,179.0,39.0,28.0,8,8,33,330.0,30,,bounded_pair_shadow_too_large,1,2
inst_92eb60bbccda5c5e3e2562b302edd076ac50a62aeb4d3709272c6303eeb1a61b,cubic_spin_glass,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,2557353967096751691,high,uniform,formal_compilation_generation,raw/cubic_spin_glass/inst_92eb60bbccda5c5e3e2562b302edd076ac50a62aeb4d3709272c6303eeb1a61b.json,b149b515e6bf328745902ea139ef6012fa14d84597ecd26b06768b5e61c2c91f,canonical/inst_92eb60bbccda5c5e3e2562b302edd076ac50a62aeb4d3709272c6303eeb1a61b.json,827b664e3592aed8b3fcb447d80045df2c28c7029c58ae56a36a1ed28d7c7af0,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,12,4,48,109,3,48,0.21818181818181817,4.0,61,0.5763888888888888,6,2.360655737704918,6,0.6885245901639344,1.0,48,146,1,11,-12.0,16.0,16.0,730.0,216.0,168.0,27,21,45,566.0,61,,bounded_pair_shadow_too_large,1,18
inst_93750e2faed9c9245b47a162edd68b576dfcc2011e0800d2b1edac661d13e0b1,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,2644811199150706867,low,uniform,formal_compilation_generation,raw/max3sat/inst_93750e2faed9c9245b47a162edd68b576dfcc2011e0800d2b1edac661d13e0b1.json,f4c0a3e4aef4d5acbc9e4464d3750435adf44056435800ea69db23185fea8ffb,canonical/inst_93750e2faed9c9245b47a162edd68b576dfcc2011e0800d2b1edac661d13e0b1.json,2aca5f64bb23d4cca7ae223ea5d293c14651bf42bf15b5aaa116938e532d451a,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,20,2,40,109,3,40,0.03508771929824561,2.0,87,0.275,4,1.3793103448275863,4,0.3103448275862069,0.875,40,42,9,6,-7.0,14.0,14.0,376.0,61.0,66.0,19,21,12,60.0,87,,bounded_pair_shadow_too_large,1,23
inst_9450ef3d9ff004e2fb5b0139c1d3d736da4d25de602cb1d4c57e69a5aa03741b,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,5924285695943363832,high,anchor_pair,formal_compilation_generation,raw/max3sat/inst_9450ef3d9ff004e2fb5b0139c1d3d736da4d25de602cb1d4c57e69a5aa03741b.json,31edb2144b50e0ad5cb1eaaf7fd6773a999bfd980ce573015256d905f0ea51e9,canonical/inst_9450ef3d9ff004e2fb5b0139c1d3d736da4d25de602cb1d4c57e69a5aa03741b.json,b1ee2e763c0cde60933ca1ae325a6ec48f94fd7e018eeb2af360742b501a90be,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,6,48,36,3,10,0.17857142857142858,1.25,17,0.43333333333333335,6,1.7647058823529411,6,0.35294117647058826,1.0,10,29,1,9,-9.0,21.0,21.0,173.0,35.0,21.0,5,5,35,354.0,17,2,exact,2,2
inst_9679681558f577ddb420b6c5061d6d4c13b7a9a490b5766a03b938713b6af827,cubic_spin_glass,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,6214419117001468609,intermediate,uniform,formal_qaoa_generation,raw/cubic_spin_glass/inst_9679681558f577ddb420b6c5061d6d4c13b7a9a490b5766a03b938713b6af827.json,342855ed1688c28de223bfd4b024c3db4f6b3398ce99979efa5d9cbdc421c39d,canonical/inst_9679681558f577ddb420b6c5061d6d4c13b7a9a490b5766a03b938713b6af827.json,06bfca207ad4a6fb92a7cd8e1d16fdcb716e9edc7802f03c159e9474efac188c,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,2,12,28,3,12,0.6,2.0,15,0.5833333333333333,4,2.4,4,0.8666666666666667,1.0,12,31,1,6,-8.0,8.0,8.0,182.0,56.0,40.0,7,5,16,142.0,15,4,exact,4,4
inst_978c368ff5bb87297b67d689adffef2a8a61615398dcc1b4abee87bbe84a351c,max3sat,qaoa,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,1724272743371229750,high,anchor_pair,formal_qaoa_generation,raw/max3sat/inst_978c368ff5bb87297b67d689adffef2a8a61615398dcc1b4abee87bbe84a351c.json,7bb7d47fb74c0f0c023ea96d12a556ca189a08349462244432526cd0fb6944b3,canonical/inst_978c368ff5bb87297b67d689adffef2a8a61615398dcc1b4abee87bbe84a351c.json,12ee164165da5092d8c1ad206dc6276e3bb9b990e1866d3e9a70cc42278711fd,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,6,6,36,23,3,6,0.3,1.0,11,0.38888888888888884,4,1.6363636363636365,4,0.36363636363636365,1.0,6,11,1,5,-9.0,9.0,9.0,91.0,18.0,1.0,5,1,22,244.0,11,2,exact,2,2
inst_988a4cdc6171530ec091f734c342662ae559dec88cdad95e95eee1c75eb9022a,max3sat,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,1954794801700871341,low,anchor_pair,formal_compilation_generation,raw/max3sat/inst_988a4cdc6171530ec091f734c342662ae559dec88cdad95e95eee1c75eb9022a.json,2dbb90f14655440acd27c3dd1c84764c812cf81c45a1a768e4138075f649b4e4,canonical/inst_988a4cdc6171530ec091f734c342662ae559dec88cdad95e95eee1c75eb9022a.json,3e990e714296b9a1fdd51ee6ee73ee9ad24834e6f493b675eb09ca4aff0e9562,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,16,2,32,58,3,20,0.03571428571428571,1.25,38,0.3666666666666667,12,1.5789473684210527,12,0.15789473684210525,1.0,20,98,1,13,-10.0,14.0,14.0,202.0,21.0,53.0,8,12,9,72.0,38,,bounded_pair_shadow_too_large,1,2
inst_9a3fbe05d7639c79b7bd52e67dcff304563258ec10374d11e600f3f67c87b9b8,max3sat,oracle,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,6438598285702441728,intermediate,anchor_pair,formal_oracle_generation,raw/max3sat/inst_9a3fbe05d7639c79b7bd52e67dcff304563258ec10374d11e600f3f67c87b9b8.json,c8eb452c1ffff9a3c10325c3900af2b1791cd7093e9ed9fb631bf93a4e215bea,canonical/inst_9a3fbe05d7639c79b7bd52e67dcff304563258ec10374d11e600f3f67c87b9b8.json,84fa3b3ba9419f1e463d03ec037b116403e2ce4431ca03a702ea2b2984e97fcb,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,7,4,28,28,3,8,0.22857142857142856,1.1428571428571428,16,0.33333333333333337,4,1.5,4,0.25,1.0,8,14,1,5,-6.0,11.0,11.0,94.0,14.0,5.0,5,3,18,134.0,16,2,exact,2,2
inst_9b6ce8884ae154982c2939a60289ee47dfa313091f1d48b8103f43407954fa13,max3sat,qaoa,train,benchmark_spec_v1.0,formal_data_v1,2026082701,948957155853442301,intermediate,anchor_pair,formal_qaoa_generation,raw/max3sat/inst_9b6ce8884ae154982c2939a60289ee47dfa313091f1d48b8103f43407954fa13.json,5d92026f52da20b1d9ef5991878f272684aadf1c58cebef681c2327b912be0d4,canonical/inst_9b6ce8884ae154982c2939a60289ee47dfa313091f1d48b8103f43407954fa13.json,bb97bf7d6cb01d46bcf9a1ce810e87aa9741828d4095896664d7d8f2e6eef3c3,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,4,32,36,3,11,0.19642857142857142,1.375,20,0.3939393939393939,6,1.65,6,0.3,1.0,11,29,1,7,-8.0,15.0,15.0,155.0,17.0,21.0,6,5,20,150.0,20,2,exact,2,2
inst_9ba2a7792551103e6e69b98c0de1119c32118930928fc10d75a1e7d657dd1bcf,cubic_spin_glass,compilation,test,benchmark_spec_v1.0,formal_data_v1,2026082701,5241886174756585125,intermediate,uniform,qaoa_qmax_exclusion_promoted,raw/cubic_spin_glass/inst_9ba2a7792551103e6e69b98c0de1119c32118930928fc10d75a1e7d657dd1bcf.json,4959bd24419fa3d16613db811866af04dc4dc9068b1ea635033ab59e56fc1cc5,canonical/inst_9ba2a7792551103e6e69b98c0de1119c32118930928fc10d75a1e7d657dd1bcf.json,057bc65f095128d24eec0227429d21f0a4e2bca498807ad96aac346f5ddd8e79,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,2,16,43,3,16,0.2857142857142857,2.0,25,0.47916666666666663,4,1.92,4,0.72,1.0,16,29,1,6,-10.0,16.0,16.0,290.0,40.0,88.0,5,11,17,142.0,25,,bounded_pair_shadow_too_large,1,7
inst_9bce13272818b61594dbc28dec9d8b84d5c90a5cff1574a18f881703e17ad0f7,cubic_spin_glass,compilation,train,benchmark_spec_v1.0,formal_data_v1,2026082701,6399797751167063612,low,uniform,formal_compilation_generation,raw/cubic_spin_glass/inst_9bce13272818b61594dbc28dec9d8b84d5c90a5cff1574a18f881703e17ad0f7.json,6c561f54fc89853a8631f67abed4b32a6aa4e86652077c32a501035dc83307ad,canonical/inst_9bce13272818b61594dbc28dec9d8b84d5c90a5cff1574a18f881703e17ad0f7.json,a6369ffd6a6dadc7430a814201120520bb43e5520d636bb95ffe9745fd25787e,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,20,1,20,92,3,20,0.017543859649122806,1.0,54,0.09999999999999998,3,1.1111111111111112,3,0.09259259259259259,0.45,20,7,14,3,-8.0,8.0,8.0,466.0,56.0,104.0,7,13,12,74.0,54,,bounded_pair_shadow_too_large,1,15
inst_9cf8949d1fa64fb4a01bc714efeca34aff91dbe717a1e0037a5b56edb32686de,cubic_spin_glass,oracle,train,benchmark_spec_v1.0,formal_data_v1,2026082701,7421666897950362475,low,anchor_pair,formal_oracle_generation,raw/cubic_spin_glass/inst_9cf8949d1fa64fb4a01bc714efeca34aff91dbe717a1e0037a5b56edb32686de.json,4a80f1ea2867844be53ed19304c134d00bbb42214d110eed509b08e8b10b141c,canonical/inst_9cf8949d1fa64fb4a01bc714efeca34aff91dbe717a1e0037a5b56edb32686de.json,420fa1143a62710165c1fc3700cc76fb36e44f14952a75215fe3551ab92f09e1,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,5,1,5,16,3,5,0.5,1.0,9,0.4,3,1.6666666666666667,3,0.4444444444444444,1.0,5,8,1,4,-12.0,8.0,12.0,87.0,24.0,16.0,3,2,8,48.0,9,2,exact,2,2
inst_9d85627da1dd99cb693a2224b5d4f551382d0946add534465780ba32103efdda,cubic_spin_glass,qaoa,validation,benchmark_spec_v1.0,formal_data_v1,2026082701,1990336762921602775,low,anchor_pair,formal_qaoa_generation,raw/cubic_spin_glass/inst_9d85627da1dd99cb693a2224b5d4f551382d0946add534465780ba32103efdda.json,11a17bcd4069505ee1d0e7dad0a51fe5e9b20bbb1b2c45f2f71edacc77ca18bb,canonical/inst_9d85627da1dd99cb693a2224b5d4f551382d0946add534465780ba32103efdda.json,8419f2942b785a9b35b95adadb4ca8bf1fecab88ccfc94819e14f39c4c6c3c9a,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,8,1,8,28,3,8,0.14285714285714285,1.0,16,0.33333333333333337,4,1.5,4,0.25,1.0,8,14,1,5,-8.0,8.0,8.0,140.0,32.0,32.0,4,4,8,76.0,16,2,exact,2,2
inst_9e9a0b918ddcd2a552104d1597a4bf1a0f02a66b3d265a3acbcad1a257316d47,max3sat,compilation,test,benchmark_spec_v1.0,formal_data_v1,2026082701,3523262144363011163,high,uniform,formal_compilation_generation,raw/max3sat/inst_9e9a0b918ddcd2a552104d1597a4bf1a0f02a66b3d265a3acbcad1a257316d47.json,c077b2d7e9a9116fca8da85bc926eee8d352c9d24426bdd772c9892f8bfa8246,canonical/inst_9e9a0b918ddcd2a552104d1597a4bf1a0f02a66b3d265a3acbcad1a257316d47.json,15811d0463055b37717c9f03a08067ce852a4d6c71fbeb8f5047259453a0563d,c1fe6ddb0aa5e0bd75dbc46707e2824bbe199bac82b2d766160294ce56353d99,ce881ad150a72354b843adb6c936e4afe1527655ac750bc3d89c0ae476cfc355,bee9c67f3f61ba16ad7ba5dbb0f1b3b151c68c16,20,6,120,244,3,115,0.10087719298245613,5.75,160,0.536231884057971,6,2.15625,6,0.63125,1.0,115,309,1,11,-10.0,23.0,23.0,810.0,168.0,163.0,58,57,40,260.0,160,,bounded_pair_shadow_too_large,1,44
